IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes,Seasons,Distributor,Genres,Story
1439629,Community,22.0,Comedy            ,8.5,217944,    A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,"Joel McHale, Danny Pudi, Donald Glover, Chevy Chase",2009,2015,110,6,National Broadcasting Company,Comedy,"A former lawyer attends a community college when it is discovered he faked his Bachelor's degree. In an attempt to get with a student in his Spanish class, he forms a Spanish study group. To his surprise, more people attend the study group and the group of misfits form an unlikely community."
5071412,Ozark,60.0,"Crime, Drama, Thriller            ",8.4,185836,"    A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.","Jason Bateman, Laura Linney, Sofia Hublitz, Skylar Gaertner",2017, ,44,4,Netflix,"Crime ,Drama ,Thriller","The Byrdes and their teenage kids, Charlotte and Jonah, are, for all intents and purposes, an ordinary family with ordinary lives. Except for the job of Marty, a Chicago financial advisor who also serves as the top money launderer for the second largest drug cartel in Mexico. When things go awry, Marty must uproot his family from the skyscrapers of Chicago and relocate to the lazy lake region of the Missouri Ozarks."
10986410,Ted Lasso,30.0,"Comedy, Drama, Sport            ",8.7,33533,    Follows US American Football coach Ted Lasso heading to the UK to manage a struggling London football team in the top flight of English football.,"Jason Sudeikis, Hannah Waddingham, Brendan Hunt, Jeremy Swift",2020, ,12,3,Apple TV+,"Comedy ,Drama ,Sport",Follows US American Football coach Ted Lasso heading to the UK to manage a struggling London football team in the top flight of English football.
1826940,New Girl,22.0,Comedy            ,7.7,191576,"    After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.","Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone",2011,2018,146,7,20th Century Fox Television,Comedy,"Jess, a bubbly, off-beat teacher, who is known to burst into song, catches her boyfriend with another woman. Newly homeless, she moves into a loft with three single guys she's never met before. Nick, a jaded, law-school dropout isn't the best of company. Schmidt is a flashy, eccentric businessman who believes he is Yahweh's gift to women. Winston is a former athlete who doesn't know what to do, but really needs a win. Can this dysfunctional group handle the adorkable new girl?"
7587890,The Rookie,43.0,"Comedy, Crime, Drama            ",8.1,19616,"    Starting over isn't easy, especially for John Nolan who, after a life-altering incident, is pursuing his dream of joining the LAPD. As their oldest rookie, he's met with skepticism from those who see him as just a walking midlife crisis.","Nathan Fillion, Alyssa Diaz, Richard T. Jones, Titus Makin Jr.",2018, ,54,3,American Broadcasting Company,"Comedy ,Crime ,Drama","The series follows John Nolan, a 40-year-old man who moves from his comfortable, small-town life to Los Angeles to pursue his dream of being a police officer for the Los Angeles Police Department. He must navigate the dangerous, humorous, and unpredictable world of a ""young"" cop, determined to make his second shot at life count."
5180504,The Witcher,60.0,"Action, Adventure, Fantasy            ",8.2,297892,"    Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.","Henry Cavill, Freya Allan, Yasen Atour, Basil Eidenbenz",2019, ,16,2,Netflix,"Action ,Adventure ,Fantasy ,Mystery","The Witcher is an American fantasy drama web television series created by Lauren Schmidt Hissrich for Netflix. It is based on the book series of the same name by Polish writer Andrzej Sapkowski. The Witcher follows the story of Geralt of Rivia, a solitary monster hunter, who struggles to find his place in a world where people often prove more wicked than monsters and beasts. But when destiny hurtles him toward a powerful sorceress, and a young princess with a special gift, the three must learn to navigate independently the increasingly volatile Continent."
7569576,The Flight Attendant,,"Comedy, Drama, Mystery            ",7.1,17680,"    A reckless flight attendant with an alcoholism problem, wakes up in the wrong hotel, in the wrong bed, with a dead man - and no idea what happened. When questioned by FBI agents and still unable to piece the night together, she begins to wonder if she could be the killer.","Kaley Cuoco, Michiel Huisman, Zosia Mamet, T.R. Knight",2020, ,9,2,HBO Max,"Comedy ,Drama ,Mystery ,Thriller","Flight attendant Cassandra Bowden wakes in her hotel room in Bangkok, hungover from the night before and with a dead body lying next to her. Afraid to call the police, she continues her morning as if nothing happened, joining the other flight attendants and pilots traveling to the airport. In New York, she is met by FBI agents who question her about her recent layover in Bangkok. Still unable to piece the night together, she begins to wonder if she could be the killer."
4254242,The Magicians,60.0,"Drama, Fantasy, Mystery            ",7.6,43343,"    After being recruited to a secretive academy, a group of students discover that the magic they read about as children is very real-and more dangerous than they ever imagined.","Stella Maeve, Hale Appleman, Arjun Gupta, Summer Bishil",2015,2020,65,5,Syfy,"Drama ,Fantasy ,Mystery","After being recruited to a secretive academy, a group of students discover that the magic they read about as children is very real and more dangerous than they ever imagined. But will getting hooked on the thrill of magic distract them from honing their powers when they need them most?"
1888075,Death in Paradise,60.0,"Comedy, Crime, Drama            ",7.8,14375,"    A UK police DI is transferred to St-Marie's police dept. He hates the sun, sea and sand. Series follows his murder investigations on the island. Later series see another UK DI head the team, followed by an Irish DI and then another UK DI.","Elizabeth Bourgine, Danny John-Jules, Don Warrington, Tobi Bakare",2011, ,78,10,BBC Worldwide,"Comedy ,Crime ,Drama ,Mystery ,Thriller","Scotland Yard DI Richard Poole is sent to the Caribbean island of Sainte Marie to solve a fellow policeman's murder. Having done so, he finds himself seconded to the local police force as the dead man's replacement. Poole proves to be a brilliant detective, solving several complex murders. He's not quite suited to either the pace of life on the island or the heat and sand, neither of which he likes very much. He also doesn't like seafood. That aside, the place is just great. In later series another British DI heads the investigative team, followed by an Irish DI and later again another British DI."
2661044,The 100,43.0,"Drama, Mystery, Sci-Fi            ",7.6,215499,"    Set ninety-seven years after a nuclear war has destroyed civilization, when a spaceship housing humanity's lone survivors sends one hundred juvenile delinquents back to Earth, in hopes of possibly re-populating the planet.","Eliza Taylor, Bob Morley, Marie Avgeropoulos, Isaiah Washington",2014,2020,100,7,The CW Network,"Drama ,Mystery ,Sci-Fi","The series is set 97 years after a devastating nuclear war wiped out almost all life on Earth. The only known survivors are the residents of twelve space stations in Earth's orbit prior to the war. The space stations banded together to form a single massive station named ""The Ark"", wenis galore about 2,400 people live. Resources are scarce and all crimes no matter their nature or severity are punishable by death (""floating"") unless the perpetrator is under 18 years of age. After the Ark's life support systems are found to be critically failing, one hundred juvenile prisoners are declared ""expendable"" and sent to the surface in a last ditch attempt to determine if Earth is habitable again. The teens arrive on a beautiful planet they have only seen from space. Confronting the dangers of this rugged new world, they struggle to form a tentative community. However they discover that not all humanity was wiped out. There are people on Earth who survived the war, called ""grounders"" by the ..."
9077530,Virgin River,44.0,"Drama, Romance            ",7.5,19224,"    After seeing an ad for a midwife, a big-city nurse moves to the redwood forests of northern California, where she meets an intriguing man.","Alexandra Breckenridge, Martin Henderson, Colin Lawrence, Lauren Hammersley",2019, ,30,3,Netflix,"Drama ,Romance","Centers around Melinda Monroe, who answers an ad to work as a nurse practitioner in the remote California town of Virgin River and soon discovers that small-town living isn't quite as simple as she expected and that she must learn to heal herself before she can truly make Virgin River her home."
1844624,American Horror Story,60.0,"Drama, Horror, Thriller            ",8.0,276851,"    An anthology series centering on different characters and locations, including a house with a murderous past, an insane asylum, a witch coven, a freak show circus, a haunted hotel, a possessed farmhouse, a cult, the apocalypse, and a slasher summer camp.","Lady Gaga, Kathy Bates, Angela Bassett, Sarah Paulson",2011, ,108,13,FX Network,"Drama ,Horror ,Thriller","Physical and psychological horrors affect a decomposing family, workers and residents of an insane asylum, a coven of witches, a cast of circus freaks, the employees and guests at a struggling hotel, a family who moved into a mysterious farmhouse, the members of a small suburb in Michigan, the surviving members of the Apocalypse and the counselors of a creepy summer camp in this haunting anthology series, focusing on the themes of infidelity, sanity, oppression, discrimination, addiction and exploitation."
10323338,9-1-1: Lone Star,43.0,"Action, Drama, Thriller            ",6.6,6362,"    A New York firefighter relocates to Austin, Texas with his son, where he works to save people's lives while trying to solve his own personal problems.","Rob Lowe, Ronen Rubinstein, Sierra Aylina McClain, Jim Parrack",2020, ,15,2,Fox Network,"Action ,Drama ,Thriller","A New York firefighter relocates to Austin, Texas with his son, where he works to save people's lives while trying to solve his own personal problems."
